,tweet,class
3264,People who play roleplayinggames are human filth and dont deserve the same respect youd give a mosquito Theyre soulless gutter trash,1
3265,People who slam on the brakes at yellow lights should not be allowed to drive,0
3266,People with trash cars LOVE to drive fast and reckless,0
3267,People this picture far and wide if for no other reason than it makes teabaggers with poor spelling really angry,0
3268,Perhaps Ezra Miller is the first crack toward changing that regardless of whether he identifies as queer over gay,0
3269,Perhaps Im not a diehard Yankee fan but theres no more point in watching this debacle Yankees Tigers MLB So what else is on LOL,0
3270,Permanent slit in my eyebrow from when I tumbled down the bleachers when I was little I stayed in the ER,0
3271,Phil Hughes looking like the Phil Hughes of old 2010 Yankees MLB,0
3272,Phillip Rivers look like he almost wants to call dude a nigger for that bad play,1
3273,Photo check for background spooks,0
3274,Photo Giving you that trailer park trash transformthursday ladykimora vegasqueens vegasshowgirls,0
3275,Photo Rest in peace to these bad boys some bad advise made me let some old asian dude re glue the sole,0
3276,Photo anarcho queer Anarchism stands for a social order based on the free grouping of individuals for,0
3277,Pic circulating on Jihadi feeds claiming an ISIS flag on top of Mount Arafa in the holiest day of pilgrimage,0
3278,Pierce wouldve easily drained all these shots with us Hes so trash now smh,0
3279,Playing a show in Lutsen MN at 9 00 PM today at Papa Charlies,0
3280,Playing to white guilt lasted one last time whitey felt absolved it ends today It ends in the fields suburbs of Pennsylvania,1
3281,Please stop scoring otherwise you wont have any runs for tomorrow against Romero Yankees BlueJays MLB,0
3282,Pm is u use any of the words I use ex Sweg pm yid nid were dating,0
3283,Polite yet militant birds notfeeding stencil army typeface font ATeam,0
3284,Poor Henry hes supporting the right 2 3 of you guys all on his gut Dont hurt it Charlie,0
3285,Pop a nigguh sound like crisco,1
3286,Popcorn and candy for dinner I always knew Charlie Brown was my spirit animal,0
3287,Pops interviews remain warm and fuzzy,0
3288,Porch monkey 4 Life,1
3289,Posted a new song guala,0
3290,Posted a new song guala music,0
3291,Practically got arrested tonight not allowed on UTampa grounds for a year now fml im retarded,0
3292,Praise thy lord for this season of beanies that is upon us,0
3293,Prejudice A preconceived awareness based on a majority of interactions The negative slant comes from libs Self preservation is the basis,0
3294,Pretty over this whole Yankees thing id rather lose in the ALCS every year then live in Detroit I miss the real Steinbrenner glorydays,0
3295,Proud to be a redneck patriot,0
3296,Punk ass broke faggots,1
3297,Put the redskins in your starting lineup instead of the Dolphins itll be fun they said,0
3298,R amp B is so trash now compared to early 2000s,0
3299,R Surge For Charlie Baker R of 9 points in Demo State Mass against Coakley D DoG via,0
3300,REPUBLICANS TAKE MASSACHUSETTS GOVERNORSHIP Coakley Conceds Gov Race To Charlie Baker,0
3301,RINO trash like see conservatives as the Democrat Party see blacks As their slave property tcot,1
3302,Jane Seymour rocks a bikini at 62 Crazy Aunt Jane is at it again,0
3303,Wow do we have another faggot TIMAtheRACER wow do we have another Cam hater lol gt gt dat dude is nice,1
3304,amp alla my niggas hot boys so dont bring no ice in this bitch,1
3305,Jihadi Killed BrendanTevlin In N J W At Least 2 Others Part Of Terrorist Ring 10 Yrs Ago http,0
3306,Twitter tipped its cap to say FarewellCaptain to Jeter in his Yankee Stadium finale VIDEO,0
3307,No prob Def a good early set energy tool If you want to tune in in less than an ho,0
3308,Bees won Mets won and the Yankees lost Its a good day in baseball,0
3309,Check out the homie for that sole sauce That stuff does miracles,0
3310,Muslim Jihadi Keep Calm and PJNET tcot tgdn ccot RedNationRising teaparty 2A NRA,0
3311,why get attached to people when you can jump in a trash can and feel the same way,0
3312,Oregon State WR is a popular 49ers pick in recent mock drafts DRAFT TRACKER,0
3313,Hungover and feeling yyyyyeelllloooowwwwww dbh yellow,0
3314,Its the best thing ever driving past crowds of people at shows and seeing bandannas coloured hair 5sos shirts that youve made o,0
3315,Your Swags off fag sauce,1
3316,A portable septic tank For allllll those pesky feelings,0
3317,At least i say im crazy some nigga gotta find out a bitch wild when she shooting at they ass,1
3318,Colorado lawmakers consider nations 1st wind energy legislation to protect birds amp bats,0
3319,Neonics are deadly to birds like the American Kestrel and bees Ask to take it off their shelves EcoWed,0
3320,Bron pregame speeches be so trash though lmao,0
3321,Of rain showers amp weepy fog of soft light amp cool touch of wild wind that carry music of birds who cease to soar this feel,0
3322,Black Americans Are Worse Off Under BHO Well researched article bound to elicit cries of Uncle Tom,0
3323,FEC May Yank 1st Amendment Guards for Drudge Rest of Internet wiunion,0
3324,Bae means Before Anyone Else Ive been here thinking its a ghetto word for babe baby,0
3325,Lifelong Yankee fan puts aside rooting interest and returns lost Red Sox World Series ring to rightful owner,0
3326,LTIMAHORA El republicano Charlie Baker elegido gobernador de Massachusetts Election2014 APracecall,0
3327,I hate when a nigga ask me Where the hoes Nigga idfk,1
3328,How would I look if I had feathers instead of fur Would I be able to eat from a bird feeder without getting judging gla,0
3329,I accidentally ate a few fireflies last night while chewing some leaves I found The shameful yellow glow of my mouth wa,0
3330,Grateful for the profound hospitality of volunteers who open their homes to patients traveling long distances for abo,0
3331,wen u look liek trash n sum1 complimentz u,0
3332,Why does Julia Roberts seem completely shocked that shes been nominated Hey Julia youre in a gown The jig is up Emm,0
3333,Great job by the Yankees giving Brian Cashman a new contract The haters are just wrong CC,0
3334,I think it is flat out wrong to blame Brian Cashman for the 2014 Yankees,0
3335,Working theory This selective race abortion ban passed in Florida today was just an excuse for redneck reps to say,0
3336,A bird doesnt sing because it has an answer it sings because it has a song MAYA ANGELOU poetry writing,0
3337,How I feel playing flappy bird,0
3338,Fox News mocks victim of Ray Rice elevator assault I think the message is take the stairs ht,0
3339,Rick Scott Refuses To Appear On Debate Stage Because Charlie Crist Has An Illegal Electronic Fan via,0
3340,Gee isnt cracker a racist term So tired of these race baiters,1
3341,The people of the ghetto are rising up and fighting back Whose side are you on Gaza,0
3342,Whiteculture thinking weave is ratchet and ghetto while extensions are perfectly fine,0
3343,I got gatorades Twinkies rice puddings Pringles and cookies,0
3344,Kissin small lips is trash lol Yessssss,0
3345,I mean sometimes eating a carton of Double Stuf Oreos is your only option,0
3346,Youre responsible for the story inside you Dont let self doubt cripple your creativity AmEditing AmWriting WriteTip,0
3347,Parent in Phoenix Says Administrators Made Her Son Wear Pink Fairy Wings on First Day of High School,0
3348,Not all men interrupt women to quibble over irrelevant issues for the sole purpose of derailing a conversation he sa,0
3349,Bad monkey AmazingTiming,0
3350,Big bird has spoken I was weak then I,0
3351,Justice for British seagull spray painted red by thugs The bird wont be able to fly anymore h,0
3352,I like being Asian and all but its a struggle having squinty eyes in every picture,0
3353,Charlie Crist says OCare has been great ccot tcot teaparty PJNET Independents htt,0
3354,Halloween candy corn bird,0
3355,I hate trailer trash,1
3356,Well Maryland is just a bunch of hateful rednecks anyway,1
3357,If you honk your horn 4 seconds after the light turns green I will shut off my car lay on the hood and feed birds fo,0
3358,Far right hero and all around RWNJ DSouza took to twitter on Thanksgiving to mock Trayvon Martin a murdered k,0
3359,Brandon Phelps a hoe ass nigga And wen I see him Ima smack him like da lil bitch he is 300,1
3360,150 Christians MASSACRED By Jihadi Muslims While They Slept Including Pastor His Wife amp Kids,0
3361,Oh Torrence I cant stand your cheer leading squad but I love your pom poms Ill feed you bon bons all night,0
3362,These young cats being drafted in the NBA today are walking lotto tickets Wait till these niggas find out that pussy come,1
3363,Rudy Gay a faggot for not changing his last name once he got money,1
3364,Hate fags The answers yes,1
3365,women only play casual game like Kim K game amp anger bird They dont play real games like Male Power Fantasy 2 or Jingoi,0
3366,AskAugust How Tall are you I keep getting different answers from different people lt abo,0
3367,Praying todays m amp g pictures dont come out yellow,0
3368,Theres nothing hotter than a pale albino chick who can play guitar,0
3369,When the trash bag is so full you can barely tie it STTOOOPP,0
3370,I want a pet monkey,0
3371,Apologies trash Whats understood aint gotta be explained,0
3372,Rape is NEVER something to mock like this I stand with Jada jadapose,0
3373,Ray J is the perfect example of what happens when you give a lame nigga some pussy,1
3374,Cue the liberal lefts Uncle Tom attacks against Tim Scott in 4 3 2 tcot teaparty GOP,0
3375,Water is wet Nike DC is trash,1
3376,Whatchu sayin hoe YOU KNOW IM THE MAN HOE,0
3377,when you look like trash and someone compliments you,0
3378,Look at ya boy Nigga a faggot Bruh Chance The Rapper,1
3379,Instant mashed potatoes are trash,0
3380,When Charlie Crist said Rick Scott just too shady for the sunshine state,0
3381,At George Steinbrenners first Yankees news conference he said he wouldnt interfere in baseball decisions promising,0
3382,A 17 year old girl once struck out Babe Ruth and Lou Gehrig back to back and was banned from baseball for it Yankees,0
3383,Big 10 been trash for years now lol its a basketball conference now,0
3384,The NFL is very equal this season everybody showed glimpses of being trash,0
3385,Why do the trashiest really ghetto girls always get the most likes and comments on insta Boys up and down their pictures a,1
3386,The AFL now has an American draft system BearBrother Couple of Yanks are on the playing lists at so,0
3387,Poont gotta be trash,0
3388,This is crazy no RB picked yet A RB won ROY 2yrs ago RB was MVP Ppl 4get how important our position is This is insane ho,0
3389,Remember the yellow badge Nazis used Israel is making Muslim women carry a yellow badge order to pray in Al Aqsa h,1
3390,Charlie Sheen did the ice bucket challenge the right way,0
3391,Sagittarius can be compassionate towards other people when they want to be especially towards the ones they care abo,0
3392,Bey lost her ring at the Met Gala Jay found it amp instead of just giving it back he gave it to her as a mock proposal http,0
3393,BreakingNews streetart graffiti new mural by duo EtamCru in Rome Italy morning breakfast coffee trash,0
3394,My iPhone has 2 million times the storage of the 1969 Apollo 11 spacecraft computer They went to the moon I throw bird,0
